,Geneid,CV_7213_HO,IZ_7181_STEA,PP_6922_HO,PP_6758_HO,IZ_7194_NC,PP_7137_STEA,CV_6967_STEA,CV_7194_NC,PP_6967_STEA,PP_7344_EARLY,IZ_7012_NC,IZ_6967_STEA,IZ_7172_STEA,CV_7188_EARLY,PP_7173_NC,CV_7172_STEA,CV_7252_HO,IZ_7252_HO,CV_7181_STEA,IZ_7251_STEA,CV_6758_HO,CV_7173_NC,PP_7181_STEA,CV_6922_HO,IZ_7157_EARLY,PP_7157_EARLY,CV_7157_EARLY,IZ_7344_EARLY,PP_7194_NC,PP_7252_HO,IZ_7213_HO,CV_7279_NC,CV_6610_EARLY,PP_7041_EARLY,IZ_6922_HO,IZ_7188_EARLY,PP_7279_NC,IZ_6758_HO,CV_7041_EARLY,IZ_6610_EARLY,PP_7172_STEA,CV_7012_NC,PP_7012_NC,IZ_7137_STEA,CV_7251_STEA,PP_6610_EARLY,PP_7230_HO,IZ_7173_NC,IZ_7041_EARLY,IZ_7279_NC,IZ_7230_HO,PP_7213_HO,PP_7251_STEA,CV_7230_HO,PP_7188_EARLY,CV_7137_STEA,CV_7344_EARLY
45,ENSG00000166157,0.152778,0.194444,0.270833,0.131944,0.11111099999999999,0.270833,0.173611,0.263889,0.277778,0.180556,0.125,0.1875,0.125,0.22222199999999998,0.0972222,0.256944,0.118056,0.152778,0.08333330000000001,0.159722,0.22222199999999998,0.201389,0.10416700000000001,0.256944,0.21527800000000002,0.118056,0.1875,0.118056,0.326389,0.23611100000000002,0.159722,0.0972222,0.180556,0.340278,0.388889,0.173611,0.159722,0.229167,0.145833,0.166667,0.347222,0.173611,0.159722,0.201389,0.298611,0.166667,0.145833,0.180556,0.166667,0.145833,0.131944,0.145833,0.0972222,0.0972222,0.10416700000000001,0.118056,0.0972222
46,ENSG00000187172,0.152778,0.194444,0.270833,0.131944,0.11111099999999999,0.270833,0.173611,0.263889,0.277778,0.180556,0.125,0.1875,0.125,0.22222199999999998,0.0972222,0.256944,0.118056,0.152778,0.08333330000000001,0.159722,0.22222199999999998,0.201389,0.10416700000000001,0.256944,0.21527800000000002,0.118056,0.1875,0.118056,0.326389,0.23611100000000002,0.159722,0.0972222,0.180556,0.340278,0.388889,0.173611,0.159722,0.229167,0.145833,0.166667,0.347222,0.173611,0.159722,0.201389,0.298611,0.166667,0.145833,0.180556,0.166667,0.145833,0.131944,0.145833,0.0972222,0.0972222,0.10416700000000001,0.118056,0.0972222
47,ENSG00000166157,0.152778,0.194444,0.270833,0.131944,0.11111099999999999,0.270833,0.173611,0.263889,0.277778,0.180556,0.125,0.1875,0.125,0.22222199999999998,0.0972222,0.256944,0.118056,0.152778,0.08333330000000001,0.159722,0.22222199999999998,0.201389,0.10416700000000001,0.256944,0.21527800000000002,0.118056,0.1875,0.118056,0.326389,0.23611100000000002,0.159722,0.0972222,0.180556,0.340278,0.388889,0.173611,0.159722,0.229167,0.145833,0.166667,0.347222,0.173611,0.159722,0.201389,0.298611,0.166667,0.145833,0.180556,0.166667,0.145833,0.131944,0.145833,0.0972222,0.0972222,0.10416700000000001,0.118056,0.0972222
48,ENSG00000187172,0.152778,0.194444,0.270833,0.131944,0.11111099999999999,0.270833,0.173611,0.263889,0.277778,0.180556,0.125,0.1875,0.125,0.22222199999999998,0.0972222,0.256944,0.118056,0.152778,0.08333330000000001,0.159722,0.22222199999999998,0.201389,0.10416700000000001,0.256944,0.21527800000000002,0.118056,0.1875,0.118056,0.326389,0.23611100000000002,0.159722,0.0972222,0.180556,0.340278,0.388889,0.173611,0.159722,0.229167,0.145833,0.166667,0.347222,0.173611,0.159722,0.201389,0.298611,0.166667,0.145833,0.180556,0.166667,0.145833,0.131944,0.145833,0.0972222,0.0972222,0.10416700000000001,0.118056,0.0972222
49,ENSG00000166157,0.13281199999999999,0.11328099999999999,0.152344,0.0742188,0.0625,0.152344,0.0976562,0.14843800000000001,0.171875,0.101562,0.0703125,0.10546900000000001,0.0703125,0.12109400000000001,0.0546875,0.152344,0.0664062,0.0859375,0.0546875,0.0898438,0.140625,0.11328099999999999,0.0742188,0.144531,0.13281199999999999,0.0664062,0.10546900000000001,0.0664062,0.191406,0.13281199999999999,0.0898438,0.0625,0.101562,0.191406,0.22656199999999999,0.10546900000000001,0.0898438,0.128906,0.09375,0.09375,0.19531199999999999,0.0976562,0.0976562,0.11328099999999999,0.167969,0.09375,0.0820312,0.11328099999999999,0.10546900000000001,0.0820312,0.0742188,0.0820312,0.0546875,0.0546875,0.0585938,0.078125,0.0625
50,ENSG00000187172,0.13281199999999999,0.11328099999999999,0.152344,0.0742188,0.0625,0.152344,0.0976562,0.14843800000000001,0.171875,0.101562,0.0703125,0.10546900000000001,0.0703125,0.12109400000000001,0.0546875,0.152344,0.0664062,0.0859375,0.0546875,0.0898438,0.140625,0.11328099999999999,0.0742188,0.144531,0.13281199999999999,0.0664062,0.10546900000000001,0.0664062,0.191406,0.13281199999999999,0.0898438,0.0625,0.101562,0.191406,0.22656199999999999,0.10546900000000001,0.0898438,0.128906,0.09375,0.09375,0.19531199999999999,0.0976562,0.0976562,0.11328099999999999,0.167969,0.09375,0.0820312,0.11328099999999999,0.10546900000000001,0.0820312,0.0742188,0.0820312,0.0546875,0.0546875,0.0585938,0.078125,0.0625
51,ENSG00000166157,0.13281199999999999,0.11328099999999999,0.152344,0.0742188,0.0625,0.152344,0.0976562,0.14843800000000001,0.171875,0.101562,0.0703125,0.10546900000000001,0.0703125,0.12109400000000001,0.0546875,0.152344,0.0664062,0.0859375,0.0546875,0.0898438,0.140625,0.11328099999999999,0.0742188,0.144531,0.13281199999999999,0.0664062,0.10546900000000001,0.0664062,0.191406,0.13281199999999999,0.0898438,0.0625,0.101562,0.191406,0.22656199999999999,0.10546900000000001,0.0898438,0.128906,0.09375,0.09375,0.19531199999999999,0.0976562,0.0976562,0.11328099999999999,0.167969,0.09375,0.0820312,0.11328099999999999,0.10546900000000001,0.0820312,0.0742188,0.0820312,0.0546875,0.0546875,0.0585938,0.078125,0.0625
52,ENSG00000187172,0.13281199999999999,0.11328099999999999,0.152344,0.0742188,0.0625,0.152344,0.0976562,0.14843800000000001,0.171875,0.101562,0.0703125,0.10546900000000001,0.0703125,0.12109400000000001,0.0546875,0.152344,0.0664062,0.0859375,0.0546875,0.0898438,0.140625,0.11328099999999999,0.0742188,0.144531,0.13281199999999999,0.0664062,0.10546900000000001,0.0664062,0.191406,0.13281199999999999,0.0898438,0.0625,0.101562,0.191406,0.22656199999999999,0.10546900000000001,0.0898438,0.128906,0.09375,0.09375,0.19531199999999999,0.0976562,0.0976562,0.11328099999999999,0.167969,0.09375,0.0820312,0.11328099999999999,0.10546900000000001,0.0820312,0.0742188,0.0820312,0.0546875,0.0546875,0.0585938,0.078125,0.0625
53,ENSG00000100028,0.0201446,0.0227273,0.0258264,0.0129132,0.026343000000000002,0.014979300000000001,0.0154959,0.023760299999999998,0.0201446,0.0129132,0.023760299999999998,0.018595,0.00878099,0.0201446,0.0242769,0.0103306,0.0227273,0.0191116,0.023760299999999998,0.0108471,0.0160124,0.0278926,0.018595,0.023760299999999998,0.0108471,0.017562,0.0191116,0.012396700000000002,0.0325413,0.0118802,0.0278926,0.0170455,0.018595,0.0227273,0.028925599999999996,0.0196281,0.0196281,0.0139463,0.0139463,0.0139463,0.014979300000000001,0.0418388,0.0227273,0.0139463,0.0211777,0.031508299999999996,0.0325413,0.0222107,0.0154959,0.026343000000000002,0.0134298,0.0258264,0.012396700000000002,0.0211777,0.0232438,0.0227273,0.014462799999999998
54,ENSG00000100031,0.0201446,0.0227273,0.0258264,0.0129132,0.026343000000000002,0.014979300000000001,0.0154959,0.023760299999999998,0.0201446,0.0129132,0.023760299999999998,0.018595,0.00878099,0.0201446,0.0242769,0.0103306,0.0227273,0.0191116,0.023760299999999998,0.0108471,0.0160124,0.0278926,0.018595,0.023760299999999998,0.0108471,0.017562,0.0191116,0.012396700000000002,0.0325413,0.0118802,0.0278926,0.0170455,0.018595,0.0227273,0.028925599999999996,0.0196281,0.0196281,0.0139463,0.0139463,0.0139463,0.014979300000000001,0.0418388,0.0227273,0.0139463,0.0211777,0.031508299999999996,0.0325413,0.0222107,0.0154959,0.026343000000000002,0.0134298,0.0258264,0.012396700000000002,0.0211777,0.0232438,0.0227273,0.014462799999999998
